Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A692921,*Tess,11/28/2014 01:19:00 PM,11/28/2014 01:19:00 PM,7002 Nez Perce Trce in Manor (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White,*Tess,12/30/2014 07:16:00 PM,12/30/2014 07:16:00 PM,11/28/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,0.0
A741964,Cisco,01/12/2017 12:16:00 PM,01/12/2017 12:16:00 PM,Cedar Park (TX),Owner Surrender,Normal,Cat,Neutered Male,9 years,Siamese Mix,Seal Point/White,Cisco,01/13/2017 04:38:00 PM,01/13/2017 04:38:00 PM,01/12/2008,Cat,Neutered Male,9 years,Siamese Mix,Seal Point/White,0.0
A725308,,04/28/2016 08:03:00 AM,04/28/2016 08:03:00 AM,Copeland/S 1St in Austin (TX),Stray,Nursing,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,,04/28/2016 05:06:00 PM,04/28/2016 05:06:00 PM,04/25/2016,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,0.0
A788754,Nala,02/08/2019 10:19:00 AM,02/08/2019 10:19:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Siberian Husky Mix,Red/White,Nala,02/13/2019 06:06:00 PM,02/13/2019 06:06:00 PM,10/17/2018,Dog,Spayed Female,3 months,Siberian Husky Mix,Red/White,0.0
A745352,*Clementine,03/16/2017 02:15:00 PM,03/16/2017 02:15:00 PM,Hardy St And Richcreek Rd in Austin (TX),Stray,Normal,Cat,Intact Female,7 years,Domestic Medium Hair Mix,Tortie,*Clementine,03/21/2017 03:03:00 PM,03/21/2017 03:03:00 PM,03/16/2010,Cat,Intact Female,7 years,Domestic Medium Hair Mix,Tortie,0.0
A430328,Millie,10/24/2016 06:49:00 PM,10/24/2016 06:49:00 PM,Chimey Rock Drive And Willow Bend in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black,Millie,10/25/2016 01:04:00 PM,10/25/2016 01:04:00 PM,12/22/2005,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black,0.0
A773735,*Bianca,06/04/2018 07:12:00 PM,06/04/2018 07:12:00 PM,4501 Bucks Run in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Medium Hair Mix,Calico,*Bianca,09/07/2018 05:56:00 PM,09/07/2018 05:56:00 PM,09/04/2017,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico,0.0
A802058,,08/13/2019 02:02:00 PM,08/13/2019 02:02:00 PM,508 East Howard Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,,08/13/2019 05:49:00 PM,08/13/2019 05:49:00 PM,07/29/2019,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A791366,,03/25/2019 07:04:00 AM,03/25/2019 07:04:00 AM,1601 E Slaughter in Austin (TX),Stray,Sick,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,,03/31/2019 05:32:00 PM,03/31/2019 05:32:00 PM,11/25/2018,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A807095,,10/20/2019 03:39:00 PM,10/20/2019 03:39:00 PM,2048 West Stassney Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,,10/20/2019 06:24:00 PM,10/20/2019 06:24:00 PM,09/25/2019,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,0.0
A668787,Rainey,12/09/2013 03:24:00 PM,12/09/2013 03:24:00 PM,Speedway And Helms in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Beagle/Boxer,Brown Brindle,Rainey,12/13/2013 05:24:00 PM,12/13/2013 05:24:00 PM,12/09/2012,Dog,Spayed Female,1 year,Beagle/Boxer,Brown Brindle,0.0
A778759,,08/20/2018 08:45:00 AM,08/20/2018 08:45:00 AM,1301 West Oltorf in Austin (TX),Stray,Normal,Cat,Intact Male,5 days,Domestic Shorthair Mix,Gray Tabby,,08/20/2018 10:36:00 AM,08/20/2018 10:36:00 AM,08/15/2018,Cat,Intact Male,5 days,Domestic Shorthair Mix,Gray Tabby,0.0
A781105,Penny,09/24/2018 02:01:00 PM,09/24/2018 02:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Chihuahua Shorthair Mix,Tan,Penny,09/26/2018 06:19:00 PM,09/26/2018 06:19:00 PM,01/24/2018,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Tan,0.0
A726164,Bella,05/07/2016 12:36:00 PM,05/07/2016 12:36:00 PM,Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,Bella,05/07/2016 03:39:00 PM,05/07/2016 03:39:00 PM,05/07/2015,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,0.0
A766788,*Lily,02/16/2018 03:15:00 PM,02/16/2018 03:15:00 PM,18500 Fm 973 in Travis (TX),Stray,Normal,Dog,Intact Female,6 years,Great Pyrenees Mix,White,*Lily,02/28/2018 03:29:00 PM,02/28/2018 03:29:00 PM,02/16/2012,Dog,Spayed Female,6 years,Great Pyrenees Mix,White,0.0
A751071,,06/03/2017 05:45:00 PM,06/03/2017 05:45:00 PM,8303 Hornet Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,,06/07/2017 12:00:00 AM,06/07/2017 12:00:00 AM,06/03/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A672121,Moe,02/04/2014 03:58:00 PM,02/04/2014 03:58:00 PM,E Lakeview Dr And Lake Oaks Dr in Jonestown (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull/Australian Cattle Dog,White/Blue,Moe,03/17/2014 06:08:00 PM,03/17/2014 06:08:00 PM,02/04/2012,Dog,Neutered Male,2 years,Pit Bull/Australian Cattle Dog,White/Blue,0.0
A767651,Cleo,03/05/2018 01:57:00 AM,03/05/2018 01:57:00 AM,9100 Waterford Crossing Blvd in Austin (TX),Public Assist,Normal,Cat,Spayed Female,3 years,Siamese Mix,Seal Point,Cleo,03/07/2018 12:10:00 PM,03/07/2018 12:10:00 PM,03/05/2015,Cat,Spayed Female,3 years,Siamese Mix,Seal Point,0.0
A694410,,12/27/2014 04:26:00 PM,12/27/2014 04:26:00 PM,Vargas/Felix in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,,12/31/2014 04:24:00 PM,12/31/2014 04:24:00 PM,10/16/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A732823,*Elizabeta,08/13/2016 02:22:00 PM,08/13/2016 02:22:00 PM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,*Elizabeta,09/21/2016 03:23:00 PM,09/21/2016 03:23:00 PM,08/13/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0.0
A677474,Dana,09/13/2016 04:10:00 PM,09/13/2016 04:10:00 PM,Austin (TX),Euthanasia Request,Aged,Dog,Spayed Female,9 years,Rottweiler Mix,Black/Brown,Dana,09/13/2016 06:01:00 PM,09/13/2016 06:01:00 PM,09/13/2007,Dog,Spayed Female,9 years,Rottweiler Mix,Black/Brown,1.0
A785692,Brox,12/07/2018 05:33:00 PM,12/07/2018 05:33:00 PM,Chelsea Moore And Attar Cove in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Longhair Mix,White/Black,Brox,12/11/2018 03:36:00 PM,12/11/2018 03:36:00 PM,12/07/2017,Dog,Intact Male,1 year,Chihuahua Longhair Mix,White/Black,0.0
A708959,*Nugget,08/03/2015 12:12:00 PM,08/03/2015 12:12:00 PM,12138 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair/Dachshund,Tan,*Nugget,08/13/2015 04:07:00 PM,08/13/2015 04:07:00 PM,08/03/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Tan,0.0
A775101,Casper,11/22/2019 12:22:00 PM,11/22/2019 12:22:00 PM,Coones Drive And Randleman Drive in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White,Casper,11/26/2019 11:41:00 AM,11/26/2019 11:41:00 AM,04/13/2018,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White,0.0
A771512,*Shelley,05/06/2018 11:36:00 AM,05/06/2018 11:36:00 AM,3400 South Congress in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,*Shelley,05/09/2018 07:13:00 AM,05/09/2018 07:13:00 AM,05/06/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A761557,,11/06/2017 05:28:00 PM,11/06/2017 05:28:00 PM,1708 Garden in Austin (TX),Stray,Sick,Cat,Unknown,6 years,Domestic Shorthair Mix,Black,,11/06/2017 06:06:00 PM,11/06/2017 06:06:00 PM,11/06/2011,Cat,Unknown,6 years,Domestic Shorthair Mix,Black,1.0
A725293,*Leanna,04/27/2016 05:48:00 PM,04/27/2016 05:48:00 PM,5911 Wideleaf Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,*Leanna,06/03/2016 03:36:00 PM,06/03/2016 03:36:00 PM,04/27/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,0.0
A735139,Worf,09/19/2016 05:08:00 PM,09/19/2016 05:08:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,8 months,Pit Bull Mix,Black/White,Worf,09/28/2016 11:06:00 AM,09/28/2016 11:06:00 AM,01/19/2016,Dog,Neutered Male,8 months,Pit Bull Mix,Black/White,0.0
A807826,Lou,10/30/2019 04:50:00 PM,10/30/2019 04:50:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,11 years,Domestic Shorthair,White,Lou,11/10/2019 04:45:00 PM,11/10/2019 04:45:00 PM,10/30/2008,Cat,Neutered Male,11 years,Domestic Shorthair,White,0.0
A667470,*Emily,11/18/2013 03:40:00 PM,11/18/2013 03:40:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue/White,*Emily,02/08/2014 12:48:00 PM,02/08/2014 12:48:00 PM,10/20/2013,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White,0.0
A670498,Lola,01/09/2014 12:05:00 PM,01/09/2014 12:05:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Longhair Mix,Black,Lola,01/14/2014 04:50:00 PM,01/14/2014 04:50:00 PM,01/09/2013,Cat,Spayed Female,1 year,Domestic Longhair Mix,Black,0.0
A714174,,10/19/2015 11:56:00 AM,10/19/2015 11:56:00 AM,Austin (TX),Public Assist,Injured,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,,10/19/2015 03:57:00 PM,10/19/2015 03:57:00 PM,10/19/2014,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,0.0
A668706,Joe,12/07/2013 03:36:00 PM,12/07/2013 03:36:00 PM,5621 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Orange Tabby,Joe,12/17/2013 12:13:00 PM,12/17/2013 12:13:00 PM,07/07/2013,Cat,Neutered Male,5 months,Domestic Shorthair Mix,White/Orange Tabby,0.0
A792226,*Paloma,04/08/2019 10:57:00 AM,04/08/2019 10:57:00 AM,183 And Duval in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Pit Bull/Pug,Cream/White,*Paloma,08/17/2019 12:28:00 PM,08/17/2019 12:28:00 PM,04/08/2017,Dog,Spayed Female,2 years,Pit Bull/Pug,Cream/White,0.0
A717538,,12/09/2015 06:00:00 PM,12/09/2015 06:00:00 PM,Manor And Airport in Austin (TX),Stray,Injured,Dog,Intact Female,10 years,Miniature Schnauzer Mix,Gray/Tan,,12/22/2015 07:46:00 PM,12/22/2015 07:46:00 PM,12/09/2005,Dog,Intact Female,10 years,Miniature Schnauzer Mix,Gray/Tan,1.0
A697373,Blossom,03/02/2015 02:58:00 PM,03/02/2015 02:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Dachshund Wirehair/Cairn Terrier,Chocolate,Blossom,03/04/2015 03:38:00 PM,03/04/2015 03:38:00 PM,04/22/2014,Dog,Spayed Female,10 months,Dachshund Wirehair/Cairn Terrier,Chocolate,0.0
A773438,Aspen,06/01/2018 11:26:00 AM,06/01/2018 11:26:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue/White,Aspen,06/10/2018 02:12:00 PM,06/10/2018 02:12:00 PM,06/01/2015,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue/White,0.0
A777444,*Muffin,07/28/2018 03:46:00 PM,07/28/2018 03:46:00 PM,25108 Lake View Drive in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Cream Tabby,*Muffin,08/31/2018 02:01:00 PM,08/31/2018 02:01:00 PM,06/13/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby,0.0
A669820,,12/27/2013 06:09:00 PM,12/27/2013 06:09:00 PM,6805 Millikin Cv in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,12/27/2013 06:57:00 PM,12/27/2013 06:57:00 PM,12/27/2012,Other,Unknown,1 year,Bat Mix,Brown,1.0
A774755,,06/19/2018 05:04:00 PM,06/19/2018 05:04:00 PM,512 Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,,06/21/2018 06:17:00 AM,06/21/2018 06:17:00 AM,05/20/2018,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A726348,Sirus,05/10/2016 07:44:00 AM,05/10/2016 07:44:00 AM,William Cannon Mopac in Austin (TX),Stray,Injured,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan,Sirus,05/14/2016 03:40:00 PM,05/14/2016 03:40:00 PM,05/10/2012,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A752135,Cokis,07/16/2017 12:35:00 PM,07/16/2017 12:35:00 PM,Braker And January in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Australian Shepherd/Field Spaniel,Black/Tan,Cokis,07/26/2017 01:41:00 PM,07/26/2017 01:41:00 PM,06/18/2015,Dog,Spayed Female,2 years,Australian Shepherd/Field Spaniel,Black/Tan,0.0
A793073,Max,06/02/2019 12:16:00 PM,06/02/2019 12:16:00 PM,Carson Creek in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Brown/Tricolor,Max,06/09/2019 05:52:00 PM,06/09/2019 05:52:00 PM,06/02/2018,Dog,Neutered Male,1 year,Boxer Mix,Brown/Tricolor,0.0
A670319,Rocco,01/05/2014 06:03:00 PM,01/05/2014 06:03:00 PM,Clawson And Valley Ridge Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Silver/Tan,Rocco,01/06/2014 12:55:00 PM,01/06/2014 12:55:00 PM,01/05/2011,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Silver/Tan,0.0
A687689,Buddha,12/16/2015 11:46:00 AM,12/16/2015 11:46:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown,Buddha,12/06/2015 03:05:00 PM,12/06/2015 03:05:00 PM,07/08/2014,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown,0.0
A718511,Panda,02/12/2017 03:47:00 PM,02/12/2017 03:47:00 PM,Pondsprings And Turtle Rock in Travis (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black,Panda,02/13/2017 11:06:00 AM,02/13/2017 11:06:00 AM,01/01/2012,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black,0.0
A657795,Jack,12/04/2014 02:56:00 PM,12/04/2014 02:56:00 PM,Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,Jack,12/04/2014 04:00:00 PM,12/04/2014 04:00:00 PM,01/04/2013,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0.0
A805096,Chance,09/22/2019 12:58:00 PM,09/22/2019 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 months,Catahoula Mix,Tan/White,Chance,10/26/2019 12:38:00 PM,10/26/2019 12:38:00 PM,04/29/2019,Dog,Intact Male,5 months,Catahoula Mix,Tan/White,0.0
A679690,,05/24/2014 06:21:00 PM,05/24/2014 06:21:00 PM,5805 Waywood Rd in Austin (TX),Stray,Sick,Dog,Intact Male,2 months,Golden Retriever Mix,Gold,,05/24/2014 06:53:00 PM,05/24/2014 06:53:00 PM,02/24/2014,Dog,Intact Male,2 months,Golden Retriever Mix,Gold,0.0
A684704,,07/27/2014 01:34:00 PM,07/27/2014 01:34:00 PM,9311 Brandts Wood Street in Austin (TX),Stray,Nursing,Cat,Intact Female,2 days,Domestic Shorthair Mix,Brown Tabby,,07/29/2014 02:34:00 PM,07/29/2014 02:34:00 PM,07/25/2014,Cat,Intact Female,4 days,Domestic Shorthair Mix,Brown Tabby,0.0
A690563,,10/22/2014 02:32:00 PM,10/22/2014 02:32:00 PM,7404 Danwood in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,,10/23/2014 09:00:00 AM,10/23/2014 09:00:00 AM,10/22/2013,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,0.0
A681972,,06/22/2014 11:24:00 AM,06/22/2014 11:24:00 AM,4108 Nixon Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Lynx Point,,06/29/2014 02:49:00 PM,06/29/2014 02:49:00 PM,04/22/2014,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point,0.0
A697940,Biscuit,03/04/2015 02:22:00 PM,03/04/2015 02:22:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,7 years,Labrador Retriever Mix,Black/White,Biscuit,03/11/2015 05:00:00 PM,03/11/2015 05:00:00 PM,03/04/2008,Dog,Intact Female,7 years,Labrador Retriever Mix,Black/White,0.0
A711463,*Gary,09/07/2015 12:02:00 PM,09/07/2015 12:02:00 PM,7205 East Meadow Bend in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Gary,11/14/2015 03:18:00 PM,11/14/2015 03:18:00 PM,07/31/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,0.0
A690521,,10/21/2014 06:45:00 PM,10/21/2014 06:45:00 PM,336 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Brown,,10/21/2014 07:01:00 PM,10/21/2014 07:01:00 PM,04/21/2014,Other,Unknown,6 months,Bat Mix,Brown,1.0
A807892,*Mo,10/31/2019 04:53:00 PM,10/31/2019 04:53:00 PM,Killingsworth Lane And Wells Branch Parkway in Travis (TX),Stray,Nursing,Dog,Intact Male,4 weeks,Labrador Retriever Mix,Gold,*Mo,12/07/2019 06:38:00 PM,12/07/2019 06:38:00 PM,10/01/2019,Dog,Neutered Male,2 months,Labrador Retriever Mix,Gold,0.0
A773196,,05/29/2018 11:21:00 AM,05/29/2018 11:21:00 AM,8220 Tx-71 in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Cream Tabby,,06/16/2018 01:22:00 PM,06/16/2018 01:22:00 PM,04/29/2018,Cat,Intact Female,1 month,Domestic Shorthair Mix,Cream Tabby,0.0
A809821,*Nassus,12/02/2019 10:30:00 AM,12/02/2019 10:30:00 AM,11621 Murron Drive in Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,German Shepherd Mix,Black/Brown,*Nassus,01/31/2020 05:01:00 PM,01/31/2020 05:01:00 PM,12/02/2019,Dog,Neutered Male,1 month,German Shepherd Mix,Black/Brown,0.0
A690703,*Mickey,10/24/2014 02:53:00 PM,10/24/2014 02:53:00 PM,Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tan,*Mickey,11/06/2014 01:48:00 PM,11/06/2014 01:48:00 PM,08/24/2014,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Tan,0.0
A782692,,10/19/2018 05:55:00 PM,10/19/2018 05:55:00 PM,4909 York Hill Drive in Austin (TX),Stray,Normal,Cat,Unknown,5 months,Domestic Shorthair Mix,Black/White,,10/25/2018 05:53:00 PM,10/25/2018 05:53:00 PM,05/19/2018,Cat,Unknown,5 months,Domestic Shorthair Mix,Black/White,0.0
A729846,,06/24/2016 03:21:00 PM,06/24/2016 03:21:00 PM,1156 W. Cesar Chavez in Austin (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,,06/24/2016 03:24:00 PM,06/24/2016 03:24:00 PM,05/24/2016,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0.0
A713136,*Henrietta,10/03/2015 09:42:00 AM,10/03/2015 09:42:00 AM,1000 Ellingson in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Siamese Mix,Tortie Point,*Henrietta,10/07/2015 02:23:00 PM,10/07/2015 02:23:00 PM,10/06/2009,Cat,Spayed Female,6 years,Siamese Mix,Tortie Point,0.0
A531598,Rocky,02/18/2014 12:24:00 PM,02/18/2014 12:24:00 PM,3611 Brifal Path in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Border Collie,Black/White,Rocky,02/18/2014 04:53:00 PM,02/18/2014 04:53:00 PM,02/13/2008,Dog,Neutered Male,6 years,Border Collie,Black/White,0.0
A667384,,11/17/2013 11:27:00 AM,11/17/2013 11:27:00 AM,8140 Exchange Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull Mix,White/Tan,,11/21/2013 06:23:00 PM,11/21/2013 06:23:00 PM,09/02/2013,Dog,Spayed Female,2 months,Pit Bull Mix,White/Tan,0.0
A809449,,11/24/2019 03:54:00 PM,11/24/2019 03:54:00 PM,Blake Manor Road in Manor (TX),Stray,Normal,Dog,Intact Female,7 months,Hovawart/Flat Coat Retriever,Black/Tan,,11/29/2019 10:31:00 AM,11/29/2019 10:31:00 AM,03/29/2019,Dog,Spayed Female,8 months,Hovawart/Flat Coat Retriever,Black/Tan,0.0
A732900,*Bane,08/14/2016 01:39:00 PM,08/14/2016 01:39:00 PM,S 2Nd St in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Bane,08/21/2016 02:56:00 PM,08/21/2016 02:56:00 PM,06/23/2016,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0.0
A812553,*Trixie,01/24/2020 03:21:00 PM,01/24/2020 03:21:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Pit Bull Mix,Brown/White,*Trixie,01/31/2020 01:22:00 PM,01/31/2020 01:22:00 PM,06/24/2019,Dog,Spayed Female,7 months,Pit Bull Mix,Brown/White,0.0
A756596,,08/22/2017 03:01:00 PM,08/22/2017 03:01:00 PM,1533 Royal Crest Drive in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Miniature Schnauzer,Black/Gray,,08/31/2017 02:20:00 PM,08/31/2017 02:20:00 PM,08/22/2009,Dog,Neutered Male,8 years,Miniature Schnauzer,Black/Gray,0.0
A779184,,09/12/2018 06:48:00 AM,09/12/2018 06:48:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,,10/17/2018 10:08:00 AM,10/17/2018 10:08:00 AM,05/28/2018,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A798794,,06/30/2019 03:37:00 PM,06/30/2019 03:37:00 PM,1505 Holly Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,,07/02/2019 02:39:00 PM,07/02/2019 02:39:00 PM,06/02/2019,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,0.0
A797531,,06/14/2019 01:47:00 PM,06/14/2019 01:47:00 PM,2113 W Wells Branch in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby,,06/14/2019 03:47:00 PM,06/14/2019 03:47:00 PM,05/30/2019,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby,0.0
A688855,Lucky,11/03/2014 10:29:00 PM,11/03/2014 10:29:00 PM,500 Canyon Ridge in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,German Shepherd/Pit Bull,Tan/White,Lucky,11/04/2014 04:13:00 PM,11/04/2014 04:13:00 PM,09/26/2010,Dog,Neutered Male,4 years,German Shepherd/Pit Bull,Tan/White,0.0
A793289,,04/22/2019 06:45:00 PM,04/22/2019 06:45:00 PM,2007 Rutland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,,04/23/2019 11:18:00 AM,04/23/2019 11:18:00 AM,04/01/2019,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A702019,Bowie,10/14/2015 03:34:00 PM,10/14/2015 03:34:00 PM,Montopolis Dr And Richardson Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,White,Bowie,01/15/2016 06:43:00 PM,01/15/2016 06:43:00 PM,07/07/2014,Dog,Neutered Male,1 year,Labrador Retriever Mix,White,0.0
A711795,,09/12/2015 12:57:00 PM,09/12/2015 12:57:00 PM,Austin (TX),Stray,Normal,Cat,Unknown,4 months,Domestic Shorthair Mix,Brown Tabby,,09/12/2015 01:11:00 PM,09/12/2015 01:11:00 PM,05/12/2015,Cat,Unknown,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A694053,,12/19/2014 11:42:00 AM,12/19/2014 11:42:00 AM,4505 Terry-O Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Anatol Shepherd Mix,Black,,12/26/2014 04:13:00 PM,12/26/2014 04:13:00 PM,12/12/2014,Dog,Intact Male,2 weeks,Anatol Shepherd Mix,Black,0.0
A727015,,05/17/2016 02:07:00 PM,05/17/2016 02:07:00 PM,7802 Rutgers Ave in Austin (TX),Wildlife,Normal,Other,Unknown,2 weeks,Opossum,Gray,,05/17/2016 05:14:00 PM,05/17/2016 05:14:00 PM,05/01/2016,Other,Unknown,2 weeks,Opossum,Gray,1.0
A673936,Mamba,09/04/2019 11:43:00 AM,09/04/2019 11:43:00 AM,6855 East Highway 290 in Austin (TX),Stray,Normal,Cat,Neutered Male,6 years,Bombay Mix,Black,Mamba,09/04/2019 01:40:00 PM,09/04/2019 01:40:00 PM,11/04/2012,Cat,Neutered Male,6 years,Bombay Mix,Black,0.0
